event_id,date,timestamp,shift,furnace,alloy,part_type,pour_position,pour_temp_c,mold_preheat_c,shell_humidity_rh,parts_cast,parts_good,parts_scrap,first_time_yield,defects,pour_duration_min,effective_yield_target
EVT-10859,2025-11-09,2025-11-09 22:36:00,Swing,VIM-01,IN718,Combustor Liner,4,1504.2,1069.8,49.2,4,4,0,1.0,[],33.1,0.82
EVT-10860,2025-11-09,2025-11-09 22:57:00,Swing,VIM-03,IN718,Nozzle Guide Vane,5,1504.6,1065.1,47.7,8,5,3,0.625,"[""Dimensional"", ""Dimensional"", ""Shell Crack""]",26.3,0.82
EVT-10861,2025-11-09,2025-11-09 23:43:00,Swing,VIM-04,CMSX-4,LPT Blade,6,1547.7,1084.7,47.9,8,6,2,0.75,"[""Porosity"", ""Dimensional""]",34.6,0.62
EVT-10862,2025-11-09,2025-11-09 22:04:00,Night,VIM-03,IN718,Nozzle Guide Vane,1,1487.9,1044.5,42.8,12,7,5,0.583,"[""Porosity"", ""Dimensional"", ""Misrun"", ""Dimensional"", ""Dimensional""]",32.2,0.7
EVT-10863,2025-11-09,2025-11-09 22:37:00,Night,VIM-01,Waspaloy,Nozzle Guide Vane,2,1514.9,1033.3,44.4,6,5,1,0.833,"[""Porosity""]",34.8,0.747
EVT-10864,2025-11-09,2025-11-09 23:27:00,Night,VIM-01,IN738,HPT Blade,3,1508.3,1058.3,47.2,8,7,1,0.875,"[""Shell Crack""]",38.6,0.727
EVT-10865,2025-11-09,2025-11-10 00:19:00,Night,VIM-01,IN738,Seal Ring,4,1525.2,1050.2,50.5,4,4,0,1.0,[],33.0,0.75
EVT-10866,2025-11-09,2025-11-10 01:14:00,Night,VIM-04,René-80,Nozzle Guide Vane,5,1512.2,1039.9,49.2,4,3,1,0.75,"[""Dimensional""]",32.7,0.76
EVT-10867,2025-11-09,2025-11-10 01:42:00,Night,VIM-03,IN738,HPT Blade,6,1506.4,1040.0,49.3,6,4,2,0.667,"[""Porosity"", ""Inclusion""]",31.6,0.723
EVT-10868,2025-11-10,2025-11-10 05:47:00,Day,VIM-02,IN718,LPT Blade,1,1500.6,1045.9,54.6,12,11,1,0.917,"[""Porosity""]",38.0,0.76
EVT-10869,2025-11-10,2025-11-10 06:29:00,Day,VIM-04,René-80,Nozzle Guide Vane,2,1519.6,1033.7,59.7,6,5,1,0.833,"[""Inclusion""]",38.3,0.743
EVT-10870,2025-11-10,2025-11-10 07:29:00,Day,VIM-01,IN718,HPT Blade,3,1518.6,1056.9,59.0,4,3,1,0.75,"[""Shell Crack""]",43.9,0.757
EVT-10871,2025-11-10,2025-11-10 08:10:00,Day,VIM-04,IN718,Seal Ring,4,1490.5,1056.7,60.7,12,12,0,1.0,[],42.6,0.775
EVT-10872,2025-11-10,2025-11-10 08:53:00,Day,VIM-03,IN718,Nozzle Guide Vane,5,1511.0,1079.5,58.7,6,6,0,1.0,[],27.6,0.79
EVT-10873,2025-11-10,2025-11-10 09:43:00,Day,VIM-02,CMSX-4,HPT Blade,6,1556.4,1088.5,56.1,4,3,1,0.75,"[""Porosity""]",40.6,0.583
EVT-10874,2025-11-10,2025-11-10 10:35:00,Day,VIM-04,Waspaloy,LPT Blade,7,1483.2,1054.4,58.9,6,5,1,0.833,"[""Porosity""]",41.6,0.809
EVT-10875,2025-11-10,2025-11-10 11:15:00,Day,VIM-02,IN718,HPT Blade,8,1488.9,1068.4,59.1,6,6,0,1.0,[],34.8,0.787
EVT-10876,2025-11-10,2025-11-10 11:36:00,Day,VIM-02,CMSX-4,LPT Blade,1,1548.3,1087.0,62.3,6,6,0,1.0,[],38.5,0.502
EVT-10877,2025-11-10,2025-11-10 12:56:00,Day,VIM-01,IN738,HPT Blade,2,1510.8,1064.4,58.3,8,4,4,0.5,"[""Shell Crack"", ""Surface Finish"", ""Dimensional"", ""Hot Tear""]",45.2,0.744
EVT-10878,2025-11-10,2025-11-10 13:20:00,Day,VIM-04,CMSX-4,HPT Blade,3,1543.7,1075.8,59.0,4,3,1,0.75,"[""Inclusion""]",35.5,0.588
EVT-10879,2025-11-10,2025-11-10 14:02:00,Swing,VIM-01,IN738,HPT Blade,1,1511.5,1077.6,59.9,12,8,4,0.667,"[""Shell Crack"", ""Shell Crack"", ""Shell Crack"", ""Porosity""]",41.6,0.691
EVT-10880,2025-11-10,2025-11-10 15:04:00,Swing,VIM-01,René-80,Nozzle Guide Vane,2,1506.7,1056.6,56.6,6,4,2,0.667,"[""Porosity"", ""Inclusion""]",35.3,0.767
EVT-10881,2025-11-10,2025-11-10 15:14:00,Swing,VIM-04,IN718,LPT Blade,3,1483.5,1061.3,61.6,6,6,0,1.0,[],39.9,0.74
EVT-10882,2025-11-10,2025-11-10 16:16:00,Swing,VIM-03,Waspaloy,LPT Blade,4,1499.9,1080.2,60.3,6,3,3,0.5,"[""Misrun"", ""Inclusion"", ""Hot Tear""]",35.1,0.797
EVT-10883,2025-11-10,2025-11-10 16:49:00,Swing,VIM-01,IN738,Nozzle Guide Vane,5,1513.5,1062.2,58.8,6,4,2,0.667,"[""Inclusion"", ""Shell Crack""]",44.3,0.759
EVT-10884,2025-11-10,2025-11-10 17:45:00,Swing,VIM-02,IN738,Nozzle Guide Vane,6,1522.5,1062.8,59.2,8,4,4,0.5,"[""Dimensional"", ""Misrun"", ""Shell Crack"", ""Inclusion""]",43.8,0.756
EVT-10885,2025-11-10,2025-11-10 22:11:00,Night,VIM-04,IN718,Shroud,1,1495.6,1058.3,60.1,8,2,6,0.25,"[""Dimensional"", ""Inclusion"", ""Inclusion"", ""Porosity"", ""Shell Crack"", ""Shell Crack""]",28.0,0.68
EVT-10886,2025-11-10,2025-11-10 22:52:00,Night,VIM-03,CMSX-4,LPT Blade,2,1556.3,1094.1,58.4,6,3,3,0.5,"[""Hot Tear"", ""Hot Tear"", ""Shell Crack""]",45.1,0.505
EVT-10887,2025-11-10,2025-11-10 23:40:00,Night,VIM-04,IN738,HPT Blade,3,1518.5,1044.8,56.8,8,7,1,0.875,"[""Inclusion""]",39.9,0.735
EVT-10888,2025-11-10,2025-11-11 00:06:00,Night,VIM-02,CMSX-4,Seal Ring,4,1537.3,1086.1,58.3,4,2,2,0.5,"[""Shell Crack"", ""Surface Finish""]",36.7,0.554
EVT-10889,2025-11-11,2025-11-11 05:59:00,Day,VIM-04,IN738,LPT Blade,1,1527.0,1072.1,66.8,6,3,3,0.5,"[""Shell Crack"", ""Hot Tear"", ""Shell Crack""]",34.2,0.635
EVT-10890,2025-11-11,2025-11-11 06:38:00,Day,VIM-04,IN718,Shroud,2,1496.9,1061.1,66.6,4,3,1,0.75,"[""Dimensional""]",32.9,0.707
EVT-10891,2025-11-11,2025-11-11 07:26:00,Day,VIM-04,IN718,HPT Blade,3,1517.1,1077.0,69.2,6,3,3,0.5,"[""Porosity"", ""Shell Crack"", ""Stray Grain""]",42.0,0.678
EVT-10892,2025-11-11,2025-11-11 08:38:00,Day,VIM-01,Waspaloy,HPT Blade,4,1492.0,1019.3,65.5,8,8,0,1.0,[],32.9,0.756
EVT-10893,2025-11-11,2025-11-11 09:07:00,Day,VIM-04,René-80,LPT Blade,5,1520.9,1068.2,68.2,6,5,1,0.833,"[""Stray Grain""]",39.3,0.694
EVT-10894,2025-11-11,2025-11-11 13:53:00,Swing,VIM-02,IN718,HPT Blade,1,1515.5,1038.4,66.6,6,6,0,1.0,[],34.6,0.641
EVT-10895,2025-11-11,2025-11-11 14:54:00,Swing,VIM-01,René-80,Nozzle Guide Vane,2,1520.4,1053.0,66.0,6,5,1,0.833,"[""Porosity""]",44.1,0.692
EVT-10896,2025-11-11,2025-11-11 15:27:00,Swing,VIM-02,Waspaloy,HPT Blade,3,1475.2,1023.5,66.1,8,6,2,0.75,"[""Porosity"", ""Porosity""]",32.1,0.751
EVT-10897,2025-11-11,2025-11-11 16:27:00,Swing,VIM-02,IN738,HPT Blade,4,1514.9,1076.6,64.9,6,5,1,0.833,"[""Shell Crack""]",25.4,0.711
EVT-10898,2025-11-11,2025-11-11 16:55:00,Swing,VIM-02,IN718,Combustor Liner,5,1474.1,1043.7,68.3,8,5,3,0.625,"[""Shell Crack"", ""Shell Crack"", ""Inclusion""]",37.0,0.67
EVT-10899,2025-11-11,2025-11-11 17:41:00,Swing,VIM-04,CMSX-4,Nozzle Guide Vane,6,1541.2,1098.8,68.4,6,6,0,1.0,[],34.8,0.513
EVT-10900,2025-11-11,2025-11-11 18:27:00,Swing,VIM-03,IN738,LPT Blade,7,1529.0,1052.7,70.6,6,4,2,0.667,"[""Dimensional"", ""Hot Tear""]",37.2,0.665
EVT-10901,2025-11-11,2025-11-11 19:24:00,Swing,VIM-02,IN738,Nozzle Guide Vane,8,1511.3,1069.8,66.9,8,5,3,0.625,"[""Stray Grain"", ""Hot Tear"", ""Porosity""]",29.5,0.695
EVT-10902,2025-11-11,2025-11-11 20:07:00,Swing,VIM-02,CMSX-4,Shroud,1,1549.6,1076.5,70.2,6,4,2,0.667,"[""Dimensional"", ""Shell Crack""]",37.2,0.438
EVT-10903,2025-11-11,2025-11-11 20:45:00,Swing,VIM-01,CMSX-4,Nozzle Guide Vane,2,1549.2,1090.1,68.1,4,2,2,0.5,"[""Stray Grain"", ""Stray Grain""]",37.2,0.495
EVT-10904,2025-11-11,2025-11-11 21:39:00,Night,VIM-02,IN718,Shroud,1,1499.7,1047.1,67.5,8,6,2,0.75,"[""Inclusion"", ""Shell Crack""]",33.7,0.62
EVT-10905,2025-11-11,2025-11-11 22:42:00,Night,VIM-02,IN718,LPT Blade,2,1484.4,1053.5,65.1,4,4,0,1.0,[],31.1,0.653
EVT-10906,2025-11-11,2025-11-11 23:44:00,Night,VIM-01,CMSX-4,Nozzle Guide Vane,3,1545.3,1076.4,67.9,8,4,4,0.5,"[""Stray Grain"", ""Shell Crack"", ""Stray Grain"", ""Shell Crack""]",37.8,0.477
EVT-10907,2025-11-11,2025-11-12 00:29:00,Night,VIM-04,IN718,HPT Blade,4,1508.7,1059.0,65.7,6,4,2,0.667,"[""Dimensional"", ""Dimensional""]",40.6,0.694
EVT-10908,2025-11-11,2025-11-12 01:06:00,Night,VIM-04,Waspaloy,Nozzle Guide Vane,5,1501.3,1029.2,66.2,8,4,4,0.5,"[""Shell Crack"", ""Dimensional"", ""Inclusion"", ""Inclusion""]",37.4,0.71
EVT-10909,2025-11-11,2025-11-12 01:50:00,Night,VIM-03,CMSX-4,HPT Blade,6,1548.7,1082.8,63.5,8,4,4,0.5,"[""Dimensional"", ""Dimensional"", ""Surface Finish"", ""Shell Crack""]",36.5,0.512
EVT-10910,2025-11-11,2025-11-12 02:26:00,Night,VIM-04,CMSX-4,LPT Blade,7,1532.3,1094.2,66.6,6,4,2,0.667,"[""Misrun"", ""Shell Crack""]",35.3,0.455
EVT-10911,2025-11-12,2025-11-12 06:00:00,Day,VIM-01,IN738,LPT Blade,1,1526.4,1049.1,56.9,8,3,5,0.375,"[""Inclusion"", ""Inclusion"", ""Misrun"", ""Porosity"", ""Dimensional""]",35.7,0.715
EVT-10912,2025-11-12,2025-11-12 06:50:00,Day,VIM-01,CMSX-4,Nozzle Guide Vane,2,1538.9,1063.9,57.6,6,4,2,0.667,"[""Shell Crack"", ""Shell Crack""]",36.8,0.579
EVT-10913,2025-11-12,2025-11-12 07:42:00,Day,VIM-04,René-80,LPT Blade,3,1501.5,1050.4,55.0,8,6,2,0.75,"[""Porosity"", ""Inclusion""]",31.7,0.8
EVT-10914,2025-11-12,2025-11-12 08:30:00,Day,VIM-01,Waspaloy,LPT Blade,4,1515.7,1050.0,56.2,8,5,3,0.625,"[""Shell Crack"", ""Inclusion"", ""Misrun""]",29.2,0.796
EVT-10915,2025-11-12,2025-11-12 09:25:00,Day,VIM-02,CMSX-4,Nozzle Guide Vane,5,1546.0,1079.8,55.7,6,5,1,0.833,"[""Hot Tear""]",29.9,0.614
EVT-10916,2025-11-12,2025-11-12 09:46:00,Day,VIM-03,Waspaloy,Combustor Liner,6,1519.2,1057.4,54.8,8,7,1,0.875,"[""Inclusion""]",31.9,0.801
EVT-10917,2025-11-12,2025-11-12 13:50:00,Swing,VIM-04,IN738,HPT Blade,1,1518.0,1050.2,56.3,6,5,1,0.833,"[""Surface Finish""]",33.4,0.72
EVT-10918,2025-11-12,2025-11-12 14:39:00,Swing,VIM-03,IN738,HPT Blade,2,1528.4,1059.6,55.0,4,4,0,1.0,[],32.6,0.77
EVT-10919,2025-11-12,2025-11-12 15:34:00,Swing,VIM-04,Waspaloy,LPT Blade,3,1481.9,1054.3,56.6,6,5,1,0.833,"[""Shell Crack""]",29.8,0.827
EVT-10920,2025-11-12,2025-11-12 16:11:00,Swing,VIM-02,IN718,Nozzle Guide Vane,4,1502.0,1035.0,55.8,6,6,0,1.0,[],33.9,0.813
EVT-10921,2025-11-12,2025-11-12 17:12:00,Swing,VIM-03,IN718,HPT Blade,5,1497.7,1037.9,55.6,6,5,1,0.833,"[""Inclusion""]",41.7,0.815
EVT-10922,2025-11-12,2025-11-12 17:40:00,Swing,VIM-04,IN718,LPT Blade,6,1502.6,1046.7,57.1,8,6,2,0.75,"[""Shell Crack"", ""Dimensional""]",31.9,0.803
EVT-10923,2025-11-12,2025-11-12 22:03:00,Night,VIM-04,IN718,Combustor Liner,1,1485.5,1071.7,58.3,6,2,4,0.333,"[""Inclusion"", ""Dimensional"", ""Porosity"", ""Inclusion""]",38.1,0.67
EVT-10924,2025-11-12,2025-11-12 22:54:00,Night,VIM-01,IN718,HPT Blade,2,1512.7,1053.9,55.8,12,11,1,0.917,"[""Porosity""]",32.7,0.733
EVT-10925,2025-11-12,2025-11-12 23:27:00,Night,VIM-04,IN738,HPT Blade,3,1510.6,1064.2,51.2,12,11,1,0.917,"[""Porosity""]",35.4,0.75
EVT-10926,2025-11-12,2025-11-13 00:26:00,Night,VIM-04,IN738,LPT Blade,4,1528.1,1063.0,53.2,6,2,4,0.333,"[""Inclusion"", ""Shell Crack"", ""Shell Crack"", ""Stray Grain""]",27.3,0.75
EVT-10927,2025-11-12,2025-11-13 00:54:00,Night,VIM-04,IN738,Nozzle Guide Vane,5,1535.3,1056.1,54.1,8,4,4,0.5,"[""Porosity"", ""Misrun"", ""Porosity"", ""Inclusion""]",30.3,0.719
EVT-10928,2025-11-12,2025-11-13 02:04:00,Night,VIM-04,IN738,LPT Blade,6,1520.2,1048.3,59.4,8,6,2,0.75,"[""Porosity"", ""Inclusion""]",38.5,0.715
EVT-10929,2025-11-13,2025-11-13 05:48:00,Day,VIM-04,IN718,Nozzle Guide Vane,1,1492.3,1055.9,50.1,12,7,5,0.583,"[""Inclusion"", ""Porosity"", ""Shell Crack"", ""Inclusion"", ""Porosity""]",39.2,0.76
EVT-10930,2025-11-13,2025-11-13 06:37:00,Day,VIM-02,IN738,Nozzle Guide Vane,2,1523.9,1050.5,54.0,6,6,0,1.0,[],39.6,0.77
EVT-10931,2025-11-13,2025-11-13 07:27:00,Day,VIM-03,CMSX-4,Nozzle Guide Vane,3,1544.3,1068.6,50.7,6,3,3,0.5,"[""Shell Crack"", ""Stray Grain"", ""Stray Grain""]",29.6,0.62
EVT-10932,2025-11-13,2025-11-13 08:21:00,Day,VIM-01,Waspaloy,Shroud,4,1471.4,1040.7,50.5,8,5,3,0.625,"[""Shell Crack"", ""Inclusion"", ""Misrun""]",18.7,0.815
EVT-10933,2025-11-13,2025-11-13 09:17:00,Day,VIM-03,René-80,HPT Blade,5,1533.2,1031.8,52.0,12,7,5,0.583,"[""Dimensional"", ""Shell Crack"", ""Stray Grain"", ""Shell Crack"", ""Shell Crack""]",41.0,0.758
EVT-10934,2025-11-13,2025-11-13 09:50:00,Day,VIM-01,IN718,Nozzle Guide Vane,6,1514.0,1034.2,49.8,8,7,1,0.875,"[""Inclusion""]",30.4,0.797
EVT-10935,2025-11-13,2025-11-13 10:20:00,Day,VIM-03,IN738,LPT Blade,7,1507.7,1049.8,54.2,6,6,0,1.0,[],30.7,0.765
EVT-10936,2025-11-13,2025-11-13 11:09:00,Day,VIM-02,Waspaloy,Nozzle Guide Vane,8,1503.1,1039.8,48.6,8,5,3,0.625,"[""Dimensional"", ""Dimensional"", ""Porosity""]",30.0,0.84
EVT-10937,2025-11-13,2025-11-13 12:06:00,Day,VIM-01,Waspaloy,LPT Blade,1,1505.6,1042.2,54.5,8,6,2,0.75,"[""Inclusion"", ""Stray Grain""]",30.4,0.759
EVT-10938,2025-11-13,2025-11-13 14:00:00,Swing,VIM-03,IN718,Nozzle Guide Vane,1,1498.4,1059.1,49.1,8,2,6,0.25,"[""Surface Finish"", ""Porosity"", ""Porosity"", ""Inclusion"", ""Hot Tear"", ""Inclusion""]",38.9,0.76
EVT-10939,2025-11-13,2025-11-13 14:29:00,Swing,VIM-03,René-80,HPT Blade,2,1526.1,1059.0,51.5,4,3,1,0.75,"[""Dimensional""]",36.6,0.751
EVT-10940,2025-11-13,2025-11-13 15:30:00,Swing,VIM-01,IN738,LPT Blade,3,1515.5,1070.9,50.9,6,3,3,0.5,"[""Hot Tear"", ""Dimensional"", ""Dimensional""]",33.3,0.79
EVT-10941,2025-11-13,2025-11-13 16:05:00,Swing,VIM-02,IN718,Nozzle Guide Vane,4,1500.3,1045.0,54.3,8,6,2,0.75,"[""Inclusion"", ""Shell Crack""]",41.1,0.82
EVT-10942,2025-11-13,2025-11-13 16:35:00,Swing,VIM-02,IN738,Nozzle Guide Vane,5,1524.2,1057.3,51.3,6,4,2,0.667,"[""Inclusion"", ""Inclusion""]",26.0,0.79
EVT-10943,2025-11-13,2025-11-13 17:39:00,Swing,VIM-04,IN718,HPT Blade,6,1505.6,1051.1,53.5,8,6,2,0.75,"[""Shell Crack"", ""Inclusion""]",29.6,0.82
EVT-10944,2025-11-13,2025-11-13 22:03:00,Night,VIM-02,IN738,Combustor Liner,1,1525.1,1063.9,49.3,12,6,6,0.5,"[""Dimensional"", ""Inclusion"", ""Misrun"", ""Surface Finish"", ""Porosity"", ""Surface Finish""]",37.2,0.69
EVT-10945,2025-11-13,2025-11-13 22:31:00,Night,VIM-01,IN738,HPT Blade,2,1531.7,1038.8,47.7,6,4,2,0.667,"[""Inclusion"", ""Shell Crack""]",31.2,0.707
EVT-10946,2025-11-13,2025-11-13 23:26:00,Night,VIM-02,Waspaloy,Seal Ring,3,1491.3,1057.7,52.4,8,4,4,0.5,"[""Porosity"", ""Hot Tear"", ""Shell Crack"", ""Dimensional""]",34.3,0.8
EVT-10947,2025-11-13,2025-11-14 00:20:00,Night,VIM-01,CMSX-4,Combustor Liner,4,1536.1,1074.9,51.3,6,4,2,0.667,"[""Porosity"", ""Dimensional""]",31.7,0.558
EVT-10948,2025-11-13,2025-11-14 00:55:00,Night,VIM-03,CMSX-4,LPT Blade,5,1559.0,1067.7,53.1,8,6,2,0.75,"[""Hot Tear"", ""Dimensional""]",30.2,0.545
EVT-10949,2025-11-13,2025-11-14 01:53:00,Night,VIM-03,Waspaloy,HPT Blade,6,1492.9,1067.2,51.1,6,4,2,0.667,"[""Inclusion"", ""Porosity""]",40.5,0.8
EVT-10950,2025-11-13,2025-11-14 02:29:00,Night,VIM-03,IN738,HPT Blade,7,1531.0,1053.8,51.6,6,5,1,0.833,"[""Shell Crack""]",28.3,0.728
EVT-10951,2025-11-13,2025-11-14 03:04:00,Night,VIM-04,IN738,Seal Ring,8,1537.7,1041.1,49.6,8,5,3,0.625,"[""Stray Grain"", ""Misrun"", ""Inclusion""]",37.2,0.715
EVT-10952,2025-11-14,2025-11-14 06:08:00,Day,VIM-02,CMSX-4,HPT Blade,1,1532.4,1070.4,53.3,8,6,2,0.75,"[""Shell Crack"", ""Dimensional""]",33.4,0.528
EVT-10953,2025-11-14,2025-11-14 06:26:00,Day,VIM-04,René-80,LPT Blade,2,1532.9,1055.0,53.0,6,5,1,0.833,"[""Inclusion""]",38.8,0.738
EVT-10954,2025-11-14,2025-11-14 07:38:00,Day,VIM-03,IN718,HPT Blade,3,1504.9,1068.5,51.7,6,6,0,1.0,[],39.7,0.82
EVT-10955,2025-11-14,2025-11-14 08:13:00,Day,VIM-02,Waspaloy,Nozzle Guide Vane,4,1492.4,1028.5,49.3,6,4,2,0.667,"[""Inclusion"", ""Inclusion""]",37.2,0.84
EVT-10956,2025-11-14,2025-11-14 08:48:00,Day,VIM-04,René-80,Nozzle Guide Vane,5,1511.8,1037.7,50.2,6,5,1,0.833,"[""Inclusion""]",35.1,0.8
EVT-10957,2025-11-14,2025-11-14 09:49:00,Day,VIM-02,René-80,HPT Blade,6,1520.3,1040.4,55.8,6,5,1,0.833,"[""Shell Crack""]",26.2,0.793
EVT-10958,2025-11-14,2025-11-14 13:55:00,Swing,VIM-03,IN718,Shroud,1,1501.4,1037.9,53.1,12,10,2,0.833,"[""Inclusion"", ""Inclusion""]",24.7,0.76
EVT-10959,2025-11-14,2025-11-14 14:59:00,Swing,VIM-04,René-80,LPT Blade,2,1493.8,1049.3,51.5,8,7,1,0.875,"[""Stray Grain""]",37.5,0.751
EVT-10960,2025-11-14,2025-11-14 15:39:00,Swing,VIM-01,René-80,HPT Blade,3,1518.5,1059.6,52.5,6,6,0,1.0,[],40.8,0.8
EVT-10961,2025-11-14,2025-11-14 16:22:00,Swing,VIM-02,IN718,Nozzle Guide Vane,4,1499.9,1055.8,52.7,8,7,1,0.875,"[""Inclusion""]",32.4,0.82
EVT-10962,2025-11-14,2025-11-14 17:00:00,Swing,VIM-03,IN738,HPT Blade,5,1522.1,1062.7,52.0,8,6,2,0.75,"[""Dimensional"", ""Inclusion""]",34.2,0.79
EVT-10963,2025-11-14,2025-11-14 17:30:00,Swing,VIM-04,IN738,Nozzle Guide Vane,6,1517.5,1070.2,55.9,8,7,1,0.875,"[""Shell Crack""]",30.1,0.783
EVT-10964,2025-11-14,2025-11-14 18:37:00,Swing,VIM-01,IN738,LPT Blade,7,1516.6,1070.3,51.8,4,2,2,0.5,"[""Surface Finish"", ""Inclusion""]",41.5,0.79
EVT-10965,2025-11-14,2025-11-14 19:12:00,Swing,VIM-02,CMSX-4,LPT Blade,8,1528.6,1084.2,54.0,6,5,1,0.833,"[""Stray Grain""]",35.6,0.579
EVT-10966,2025-11-14,2025-11-14 20:01:00,Swing,VIM-04,IN738,Nozzle Guide Vane,1,1525.3,1053.4,50.5,8,7,1,0.875,"[""Hot Tear""]",37.5,0.73
EVT-10967,2025-11-14,2025-11-14 20:51:00,Swing,VIM-01,Waspaloy,Nozzle Guide Vane,2,1482.0,1070.5,51.9,4,4,0,1.0,[],34.1,0.82
EVT-10968,2025-11-14,2025-11-14 21:30:00,Swing,VIM-01,IN718,LPT Blade,3,1500.9,1061.4,55.0,8,6,2,0.75,"[""Inclusion"", ""Shell Crack""]",37.2,0.82
EVT-10969,2025-11-14,2025-11-14 22:22:00,Swing,VIM-04,IN738,LPT Blade,4,1510.8,1038.0,51.3,12,11,1,0.917,"[""Inclusion""]",34.8,0.79
EVT-10970,2025-11-14,2025-11-14 22:02:00,Night,VIM-04,René-80,HPT Blade,1,1506.8,1062.6,52.5,6,5,1,0.833,"[""Inclusion""]",40.3,0.7
EVT-10971,2025-11-14,2025-11-14 22:41:00,Night,VIM-02,IN718,Nozzle Guide Vane,2,1516.2,1050.2,50.6,6,5,1,0.833,"[""Porosity""]",30.4,0.733
EVT-10972,2025-11-14,2025-11-14 23:22:00,Night,VIM-01,IN718,Nozzle Guide Vane,3,1491.6,1067.9,51.8,8,5,3,0.625,"[""Porosity"", ""Dimensional"", ""Inclusion""]",40.2,0.78
EVT-10973,2025-11-14,2025-11-14 23:58:00,Night,VIM-04,IN718,HPT Blade,4,1498.6,1032.7,52.7,6,4,2,0.667,"[""Shell Crack"", ""Inclusion""]",35.5,0.78
EVT-10974,2025-11-14,2025-11-15 01:09:00,Night,VIM-04,IN738,HPT Blade,5,1522.1,1071.3,52.3,8,6,2,0.75,"[""Shell Crack"", ""Dimensional""]",38.6,0.75
EVT-10975,2025-11-14,2025-11-15 01:51:00,Night,VIM-02,IN718,HPT Blade,6,1500.9,1065.9,51.8,6,4,2,0.667,"[""Misrun"", ""Hot Tear""]",29.5,0.78
EVT-10976,2025-11-15,2025-11-15 06:03:00,Day,VIM-04,CMSX-4,Nozzle Guide Vane,1,1541.5,1079.5,55.2,8,7,1,0.875,"[""Shell Crack""]",30.0,0.558
EVT-10977,2025-11-15,2025-11-15 06:58:00,Day,VIM-02,IN738,Seal Ring,2,1540.5,1068.7,57.5,12,8,4,0.667,"[""Porosity"", ""Shell Crack"", ""Porosity"", ""Porosity""]",36.0,0.709
EVT-10978,2025-11-15,2025-11-15 07:26:00,Day,VIM-02,IN718,Combustor Liner,3,1508.6,1043.9,52.3,8,6,2,0.75,"[""Inclusion"", ""Surface Finish""]",27.8,0.82
EVT-10979,2025-11-15,2025-11-15 08:02:00,Day,VIM-02,IN738,Nozzle Guide Vane,4,1514.6,1064.2,51.8,12,11,1,0.917,"[""Stray Grain""]",37.2,0.79
EVT-10980,2025-11-15,2025-11-15 08:48:00,Day,VIM-04,Waspaloy,Nozzle Guide Vane,5,1494.7,1052.0,50.4,8,6,2,0.75,"[""Shell Crack"", ""Inclusion""]",43.3,0.84
EVT-10981,2025-11-15,2025-11-15 09:51:00,Day,VIM-03,IN738,HPT Blade,6,1518.8,1058.4,52.0,8,8,0,1.0,[],37.2,0.79
EVT-10982,2025-11-15,2025-11-15 10:28:00,Day,VIM-04,René-80,LPT Blade,7,1531.4,1054.4,54.1,6,5,1,0.833,"[""Porosity""]",35.8,0.761
EVT-10983,2025-11-15,2025-11-15 11:21:00,Day,VIM-01,IN718,Nozzle Guide Vane,8,1490.7,1035.4,56.0,8,6,2,0.75,"[""Inclusion"", ""Porosity""]",30.6,0.812
EVT-10984,2025-11-15,2025-11-15 11:57:00,Day,VIM-02,IN738,LPT Blade,1,1528.2,1069.9,53.4,4,3,1,0.75,"[""Porosity""]",44.2,0.73
EVT-10985,2025-11-15,2025-11-15 12:43:00,Day,VIM-04,IN718,HPT Blade,2,1505.1,1031.3,53.8,4,3,1,0.75,"[""Porosity""]",38.9,0.8
EVT-10986,2025-11-15,2025-11-15 13:23:00,Day,VIM-04,CMSX-4,HPT Blade,3,1546.1,1095.3,55.7,6,3,3,0.5,"[""Dimensional"", ""Shell Crack"", ""Shell Crack""]",28.6,0.614
EVT-10987,2025-11-15,2025-11-15 14:12:00,Swing,VIM-02,CMSX-4,LPT Blade,1,1548.0,1097.5,52.7,6,3,3,0.5,"[""Shell Crack"", ""Porosity"", ""Porosity""]",32.1,0.56
EVT-10988,2025-11-15,2025-11-15 14:44:00,Swing,VIM-04,Waspaloy,Seal Ring,2,1483.8,1080.9,53.9,12,10,2,0.833,"[""Stray Grain"", ""Inclusion""]",19.4,0.82
EVT-10989,2025-11-15,2025-11-15 15:32:00,Swing,VIM-03,CMSX-4,HPT Blade,3,1546.7,1081.1,54.0,12,7,5,0.583,"[""Hot Tear"", ""Inclusion"", ""Porosity"", ""Shell Crack"", ""Shell Crack""]",47.2,0.62
EVT-10990,2025-11-15,2025-11-15 15:56:00,Swing,VIM-04,IN738,HPT Blade,4,1521.9,1042.7,53.8,6,6,0,1.0,[],33.7,0.79
EVT-10991,2025-11-15,2025-11-15 16:53:00,Swing,VIM-02,IN738,Nozzle Guide Vane,5,1487.0,1052.3,50.6,6,5,1,0.833,"[""Inclusion""]",33.7,0.724
EVT-10992,2025-11-15,2025-11-15 17:48:00,Swing,VIM-01,René-80,Nozzle Guide Vane,6,1494.9,1049.5,58.3,6,5,1,0.833,"[""Misrun""]",31.7,0.746
EVT-10993,2025-11-15,2025-11-15 18:36:00,Swing,VIM-04,IN718,Seal Ring,7,1515.5,1068.5,53.4,6,5,1,0.833,"[""Shell Crack""]",30.0,0.794
