event_id,date,timestamp,shift,furnace,duration_min,category,reason,is_planned
DT-50563,2025-10-22,2025-10-22 07:49:34,Day,VIM-03,4.7,Short Stop,Shell alignment,False
DT-50564,2025-10-22,2025-10-22 12:01:42,Day,VIM-04,6.9,Short Stop,Thermocouple check,False
DT-50565,2025-10-22,2025-10-22 08:55:37,Day,VIM-04,7.4,Short Stop,Thermocouple check,False
DT-50566,2025-10-22,2025-10-22 07:40:07,Day,VIM-04,6.0,Short Stop,Shell alignment,False
DT-50567,2025-10-22,2025-10-22 19:56:54,Swing,VIM-01,4.9,Short Stop,Mold positioning,False
DT-50568,2025-10-22,2025-10-22 16:35:32,Swing,VIM-01,4.3,Short Stop,Mold positioning,False
DT-50569,2025-10-22,2025-10-22 20:32:37,Swing,VIM-01,3.4,Short Stop,Mold positioning,False
DT-50570,2025-10-22,2025-10-22 19:23:54,Swing,VIM-01,3.6,Short Stop,Chamber pressure fluctuation,False
DT-50571,2025-10-22,2025-10-22 15:00:00,Swing,VIM-01,134.3,Planned Maintenance,PM - Crucible change,True
DT-50572,2025-10-22,2025-10-22 19:10:39,Swing,VIM-02,6.4,Short Stop,Mold positioning,False
DT-50573,2025-10-22,2025-10-22 17:34:05,Swing,VIM-02,12.6,Short Stop,Chamber pressure fluctuation,False
DT-50574,2025-10-22,2025-10-22 15:27:49,Swing,VIM-02,7.3,Short Stop,Material staging,False
DT-50575,2025-10-22,2025-10-22 19:02:39,Swing,VIM-03,2.9,Short Stop,Operator break,False
DT-50576,2025-10-22,2025-10-23 02:32:28,Night,VIM-01,7.6,Short Stop,Thermocouple check,False
DT-50577,2025-10-22,2025-10-23 05:03:22,Night,VIM-02,14.0,Short Stop,Mold positioning,False
DT-50578,2025-10-22,2025-10-23 05:26:29,Night,VIM-02,1.6,Short Stop,Chamber pressure fluctuation,False
DT-50579,2025-10-22,2025-10-23 04:01:59,Night,VIM-02,1.4,Short Stop,Material staging,False
DT-50580,2025-10-22,2025-10-23 00:05:05,Night,VIM-03,4.1,Short Stop,Vacuum leak minor,False
DT-50581,2025-10-22,2025-10-23 03:14:58,Night,VIM-03,1.7,Short Stop,Vacuum leak minor,False
DT-50582,2025-10-22,2025-10-23 00:01:41,Night,VIM-03,2.7,Short Stop,Material staging,False
DT-50583,2025-10-22,2025-10-23 03:46:08,Night,VIM-04,9.2,Short Stop,Shell alignment,False
DT-50584,2025-10-22,2025-10-23 04:44:36,Night,VIM-04,9.9,Short Stop,Mold positioning,False
DT-50585,2025-10-22,2025-10-22 22:47:10,Night,VIM-04,1.8,Short Stop,Operator break,False
DT-50586,2025-10-22,2025-10-23 05:28:22,Night,VIM-04,1.6,Short Stop,Material staging,False
DT-50587,2025-10-23,2025-10-23 09:30:51,Day,VIM-01,4.7,Short Stop,Operator break,False
DT-50588,2025-10-23,2025-10-23 12:41:52,Day,VIM-01,14.0,Short Stop,Vacuum leak minor,False
DT-50589,2025-10-23,2025-10-23 07:25:20,Day,VIM-01,3.4,Short Stop,Material staging,False
DT-50590,2025-10-23,2025-10-23 11:29:01,Day,VIM-02,7.0,Short Stop,Operator break,False
DT-50591,2025-10-23,2025-10-23 12:21:28,Day,VIM-03,4.4,Short Stop,Vacuum leak minor,False
DT-50592,2025-10-23,2025-10-23 10:27:13,Day,VIM-04,10.2,Short Stop,Thermocouple check,False
DT-50593,2025-10-23,2025-10-23 10:15:06,Day,VIM-04,3.5,Short Stop,Vacuum leak minor,False
DT-50594,2025-10-23,2025-10-23 08:51:02,Day,VIM-04,6.1,Short Stop,Vacuum leak minor,False
DT-50595,2025-10-23,2025-10-23 08:38:11,Day,VIM-04,5.2,Short Stop,Vacuum leak minor,False
DT-50596,2025-10-23,2025-10-23 06:25:57,Day,VIM-04,3.7,Short Stop,Thermocouple check,False
DT-50597,2025-10-23,2025-10-23 17:47:48,Swing,VIM-01,14.0,Short Stop,Material staging,False
DT-50598,2025-10-23,2025-10-23 19:46:04,Swing,VIM-01,1.9,Short Stop,Thermocouple check,False
DT-50599,2025-10-23,2025-10-23 18:17:04,Swing,VIM-01,3.0,Short Stop,Thermocouple check,False
DT-50600,2025-10-23,2025-10-23 21:02:13,Swing,VIM-01,1.1,Short Stop,Thermocouple check,False
DT-50601,2025-10-23,2025-10-23 16:27:37,Swing,VIM-01,4.4,Short Stop,Vacuum leak minor,False
DT-50602,2025-10-23,2025-10-23 17:08:47,Swing,VIM-02,14.0,Short Stop,Material staging,False
DT-50603,2025-10-23,2025-10-23 18:17:34,Swing,VIM-02,2.0,Short Stop,Thermocouple check,False
DT-50604,2025-10-23,2025-10-23 15:39:04,Swing,VIM-02,5.9,Short Stop,Thermocouple check,False
DT-50605,2025-10-23,2025-10-23 18:12:13,Swing,VIM-03,1.5,Short Stop,Pour rate adjustment,False
DT-50606,2025-10-23,2025-10-23 19:00:29,Swing,VIM-03,3.9,Short Stop,Mold positioning,False
DT-50607,2025-10-23,2025-10-23 17:16:03,Swing,VIM-03,4.1,Short Stop,Vacuum leak minor,False
DT-50608,2025-10-23,2025-10-23 21:48:24,Swing,VIM-03,8.4,Short Stop,Pour rate adjustment,False
DT-50609,2025-10-23,2025-10-23 17:04:38,Swing,VIM-03,4.4,Short Stop,Shell alignment,False
DT-50610,2025-10-23,2025-10-23 15:00:00,Swing,VIM-03,152.2,Planned Maintenance,PM - Vacuum system service,True
DT-50611,2025-10-23,2025-10-23 21:25:57,Swing,VIM-04,1.7,Short Stop,Pour rate adjustment,False
DT-50612,2025-10-23,2025-10-23 22:57:32,Night,VIM-01,1.5,Short Stop,Shell alignment,False
DT-50613,2025-10-23,2025-10-23 23:16:00,Night,VIM-02,10.4,Short Stop,Operator break,False
DT-50614,2025-10-23,2025-10-24 05:21:44,Night,VIM-02,1.8,Short Stop,Thermocouple check,False
DT-50615,2025-10-23,2025-10-24 05:11:37,Night,VIM-02,7.0,Short Stop,Mold positioning,False
DT-50616,2025-10-23,2025-10-24 00:26:09,Night,VIM-02,1.0,Short Stop,Vacuum leak minor,False
DT-50617,2025-10-23,2025-10-23 23:36:22,Night,VIM-03,2.9,Short Stop,Mold positioning,False
DT-50618,2025-10-23,2025-10-24 01:20:34,Night,VIM-04,4.8,Short Stop,Shell alignment,False
DT-50619,2025-10-23,2025-10-24 02:14:30,Night,VIM-04,6.8,Short Stop,Thermocouple check,False
DT-50620,2025-10-24,2025-10-24 09:46:29,Day,VIM-01,1.2,Short Stop,Operator break,False
DT-50621,2025-10-24,2025-10-24 10:13:05,Day,VIM-02,3.3,Short Stop,Vacuum leak minor,False
DT-50622,2025-10-24,2025-10-24 06:53:18,Day,VIM-02,3.6,Short Stop,Thermocouple check,False
DT-50623,2025-10-24,2025-10-24 08:28:35,Day,VIM-02,3.0,Short Stop,Vacuum leak minor,False
DT-50624,2025-10-24,2025-10-24 13:11:46,Day,VIM-02,6.0,Short Stop,Chamber pressure fluctuation,False
DT-50625,2025-10-24,2025-10-24 07:39:06,Day,VIM-03,5.8,Short Stop,Operator break,False
DT-50626,2025-10-24,2025-10-24 12:19:59,Day,VIM-03,12.6,Short Stop,Thermocouple check,False
DT-50627,2025-10-24,2025-10-24 11:27:49,Day,VIM-03,14.0,Short Stop,Pour rate adjustment,False
DT-50628,2025-10-24,2025-10-24 12:33:50,Day,VIM-03,1.2,Short Stop,Shell alignment,False
DT-50629,2025-10-24,2025-10-24 07:18:12,Day,VIM-03,14.0,Short Stop,Material staging,False
DT-50630,2025-10-24,2025-10-24 08:46:36,Day,VIM-04,4.3,Short Stop,Shell alignment,False
DT-50631,2025-10-24,2025-10-24 11:21:28,Day,VIM-04,3.7,Short Stop,Thermocouple check,False
DT-50632,2025-10-24,2025-10-24 13:27:21,Day,VIM-04,4.5,Short Stop,Material staging,False
DT-50633,2025-10-24,2025-10-24 17:56:56,Swing,VIM-01,4.7,Short Stop,Shell alignment,False
DT-50634,2025-10-24,2025-10-24 21:09:50,Swing,VIM-01,2.2,Short Stop,Thermocouple check,False
DT-50635,2025-10-24,2025-10-24 16:06:50,Swing,VIM-02,8.1,Short Stop,Operator break,False
DT-50636,2025-10-24,2025-10-24 16:06:51,Swing,VIM-02,12.1,Short Stop,Material staging,False
DT-50637,2025-10-24,2025-10-24 21:08:16,Swing,VIM-02,3.9,Short Stop,Thermocouple check,False
DT-50638,2025-10-24,2025-10-24 18:51:59,Swing,VIM-03,7.3,Short Stop,Pour rate adjustment,False
DT-50639,2025-10-24,2025-10-24 14:43:11,Swing,VIM-03,2.5,Short Stop,Mold positioning,False
DT-50640,2025-10-24,2025-10-24 20:06:34,Swing,VIM-03,2.2,Short Stop,Thermocouple check,False
DT-50641,2025-10-24,2025-10-24 16:58:53,Swing,VIM-03,1.3,Short Stop,Material staging,False
DT-50642,2025-10-24,2025-10-24 14:10:52,Swing,VIM-04,14.0,Short Stop,Operator break,False
DT-50643,2025-10-24,2025-10-24 19:32:11,Swing,VIM-04,13.2,Short Stop,Vacuum leak minor,False
DT-50644,2025-10-24,2025-10-24 17:32:42,Swing,VIM-04,1.9,Short Stop,Pour rate adjustment,False
DT-50645,2025-10-24,2025-10-24 19:07:55,Swing,VIM-04,2.0,Short Stop,Operator break,False
DT-50646,2025-10-24,2025-10-24 16:40:57,Swing,VIM-04,1.8,Short Stop,Thermocouple check,False
DT-50647,2025-10-24,2025-10-24 23:43:55,Night,VIM-01,3.7,Short Stop,Pour rate adjustment,False
DT-50648,2025-10-24,2025-10-25 01:49:57,Night,VIM-01,11.4,Short Stop,Thermocouple check,False
DT-50649,2025-10-24,2025-10-25 05:10:25,Night,VIM-01,3.8,Short Stop,Pour rate adjustment,False
DT-50650,2025-10-24,2025-10-25 04:48:23,Night,VIM-01,6.4,Short Stop,Material staging,False
DT-50651,2025-10-24,2025-10-25 05:17:24,Night,VIM-02,1.0,Short Stop,Vacuum leak minor,False
DT-50652,2025-10-24,2025-10-25 00:43:28,Night,VIM-02,14.0,Short Stop,Chamber pressure fluctuation,False
DT-50653,2025-10-24,2025-10-25 02:39:24,Night,VIM-02,5.0,Short Stop,Pour rate adjustment,False
DT-50654,2025-10-24,2025-10-24 23:00:00,Night,VIM-02,167.8,Planned Maintenance,PM - Crucible change,True
DT-50655,2025-10-24,2025-10-25 05:36:50,Night,VIM-03,5.9,Short Stop,Pour rate adjustment,False
DT-50656,2025-10-24,2025-10-24 22:22:47,Night,VIM-03,12.4,Short Stop,Shell alignment,False
DT-50657,2025-10-25,2025-10-25 09:12:49,Day,VIM-01,3.4,Short Stop,Thermocouple check,False
DT-50658,2025-10-25,2025-10-25 13:18:30,Day,VIM-02,7.8,Short Stop,Vacuum leak minor,False
DT-50659,2025-10-25,2025-10-25 09:29:01,Day,VIM-02,14.0,Short Stop,Shell alignment,False
DT-50660,2025-10-25,2025-10-25 09:00:28,Day,VIM-02,6.9,Short Stop,Material staging,False
DT-50661,2025-10-25,2025-10-25 07:40:25,Day,VIM-03,4.9,Short Stop,Chamber pressure fluctuation,False
DT-50662,2025-10-25,2025-10-25 11:40:18,Day,VIM-03,4.2,Short Stop,Chamber pressure fluctuation,False
DT-50663,2025-10-25,2025-10-25 07:00:00,Day,VIM-03,181.6,Planned Maintenance,PM - Vacuum system service,True
DT-50664,2025-10-25,2025-10-25 10:26:08,Day,VIM-04,14.0,Short Stop,Shell alignment,False
DT-50665,2025-10-25,2025-10-25 13:23:17,Day,VIM-04,1.8,Short Stop,Thermocouple check,False
DT-50666,2025-10-25,2025-10-25 11:11:08,Day,VIM-04,2.4,Short Stop,Vacuum leak minor,False
DT-50667,2025-10-25,2025-10-25 11:45:38,Day,VIM-04,4.8,Short Stop,Thermocouple check,False
DT-50668,2025-10-25,2025-10-25 19:23:14,Swing,VIM-02,5.5,Short Stop,Operator break,False
DT-50669,2025-10-25,2025-10-25 17:13:55,Swing,VIM-02,7.7,Short Stop,Thermocouple check,False
DT-50670,2025-10-25,2025-10-25 19:44:01,Swing,VIM-02,7.6,Short Stop,Operator break,False
DT-50671,2025-10-25,2025-10-25 16:11:06,Swing,VIM-02,4.7,Short Stop,Thermocouple check,False
DT-50672,2025-10-25,2025-10-25 16:21:09,Swing,VIM-02,3.7,Short Stop,Material staging,False
DT-50673,2025-10-25,2025-10-25 15:36:07,Swing,VIM-02,1.9,Short Stop,Operator break,False
DT-50674,2025-10-25,2025-10-25 19:22:35,Swing,VIM-02,1.4,Short Stop,Thermocouple check,False
DT-50675,2025-10-25,2025-10-25 20:39:34,Swing,VIM-02,164.0,Breakdown,Induction coil fault,False
DT-50676,2025-10-25,2025-10-25 14:22:37,Swing,VIM-03,1.8,Short Stop,Operator break,False
DT-50677,2025-10-25,2025-10-25 17:28:02,Swing,VIM-03,4.9,Short Stop,Mold positioning,False
DT-50678,2025-10-25,2025-10-25 20:28:13,Swing,VIM-03,14.0,Short Stop,Operator break,False
DT-50679,2025-10-25,2025-10-25 16:49:43,Swing,VIM-03,2.8,Short Stop,Shell alignment,False
DT-50680,2025-10-25,2025-10-25 19:01:22,Swing,VIM-04,5.2,Short Stop,Vacuum leak minor,False
DT-50681,2025-10-25,2025-10-25 22:26:49,Night,VIM-01,7.5,Short Stop,Chamber pressure fluctuation,False
DT-50682,2025-10-25,2025-10-26 03:54:33,Night,VIM-02,5.1,Short Stop,Vacuum leak minor,False
DT-50683,2025-10-25,2025-10-26 01:41:00,Night,VIM-02,3.5,Short Stop,Shell alignment,False
DT-50684,2025-10-25,2025-10-25 22:25:19,Night,VIM-02,6.6,Short Stop,Pour rate adjustment,False
DT-50685,2025-10-25,2025-10-26 05:18:01,Night,VIM-02,5.3,Short Stop,Thermocouple check,False
DT-50686,2025-10-25,2025-10-26 04:54:11,Night,VIM-02,7.9,Short Stop,Shell alignment,False
DT-50687,2025-10-25,2025-10-25 22:16:38,Night,VIM-03,5.1,Short Stop,Material staging,False
DT-50688,2025-10-25,2025-10-25 23:21:56,Night,VIM-03,4.8,Short Stop,Shell alignment,False
DT-50689,2025-10-25,2025-10-26 03:30:16,Night,VIM-03,4.9,Short Stop,Operator break,False
DT-50690,2025-10-25,2025-10-25 22:43:22,Night,VIM-03,1.7,Short Stop,Operator break,False
DT-50691,2025-10-25,2025-10-26 03:51:15,Night,VIM-04,3.3,Short Stop,Material staging,False
DT-50692,2025-10-25,2025-10-25 23:16:49,Night,VIM-04,4.6,Short Stop,Mold positioning,False
DT-50693,2025-10-25,2025-10-25 22:58:57,Night,VIM-04,9.8,Short Stop,Vacuum leak minor,False
DT-50694,2025-10-26,2025-10-26 07:12:21,Day,VIM-01,5.9,Short Stop,Thermocouple check,False
DT-50695,2025-10-26,2025-10-26 09:43:58,Day,VIM-01,6.1,Short Stop,Vacuum leak minor,False
DT-50696,2025-10-26,2025-10-26 09:08:20,Day,VIM-02,2.3,Short Stop,Operator break,False
DT-50697,2025-10-26,2025-10-26 06:20:25,Day,VIM-02,5.7,Short Stop,Mold positioning,False
DT-50698,2025-10-26,2025-10-26 13:49:44,Day,VIM-02,13.7,Short Stop,Thermocouple check,False
DT-50699,2025-10-26,2025-10-26 07:24:43,Day,VIM-02,1.7,Short Stop,Operator break,False
DT-50700,2025-10-26,2025-10-26 07:00:00,Day,VIM-02,206.0,Planned Maintenance,PM - Crucible change,True
DT-50701,2025-10-26,2025-10-26 10:19:10,Day,VIM-03,1.6,Short Stop,Mold positioning,False
DT-50702,2025-10-26,2025-10-26 13:31:38,Day,VIM-04,1.7,Short Stop,Thermocouple check,False
DT-50703,2025-10-26,2025-10-26 14:53:40,Swing,VIM-01,7.6,Short Stop,Pour rate adjustment,False
DT-50704,2025-10-26,2025-10-26 16:49:52,Swing,VIM-02,6.3,Short Stop,Material staging,False
DT-50705,2025-10-26,2025-10-26 17:38:23,Swing,VIM-02,10.6,Short Stop,Mold positioning,False
DT-50706,2025-10-26,2025-10-26 16:02:30,Swing,VIM-03,14.0,Short Stop,Vacuum leak minor,False
DT-50707,2025-10-26,2025-10-26 18:13:53,Swing,VIM-03,3.2,Short Stop,Vacuum leak minor,False
DT-50708,2025-10-26,2025-10-26 21:01:28,Swing,VIM-03,2.2,Short Stop,Shell alignment,False
DT-50709,2025-10-26,2025-10-26 14:19:07,Swing,VIM-04,7.8,Short Stop,Shell alignment,False
DT-50710,2025-10-26,2025-10-26 18:49:46,Swing,VIM-04,9.9,Short Stop,Shell alignment,False
DT-50711,2025-10-26,2025-10-26 14:27:00,Swing,VIM-04,1.0,Short Stop,Mold positioning,False
DT-50712,2025-10-26,2025-10-26 18:21:24,Swing,VIM-04,6.3,Short Stop,Operator break,False
DT-50713,2025-10-26,2025-10-26 22:21:58,Night,VIM-02,1.1,Short Stop,Vacuum leak minor,False
DT-50714,2025-10-26,2025-10-27 03:08:34,Night,VIM-02,14.0,Short Stop,Thermocouple check,False
DT-50715,2025-10-26,2025-10-27 05:44:25,Night,VIM-02,4.2,Short Stop,Material staging,False
DT-50716,2025-10-26,2025-10-27 03:07:17,Night,VIM-02,2.4,Short Stop,Shell alignment,False
DT-50717,2025-10-26,2025-10-27 04:17:48,Night,VIM-03,9.6,Short Stop,Mold positioning,False
DT-50718,2025-10-26,2025-10-26 23:32:08,Night,VIM-04,2.1,Short Stop,Material staging,False
DT-50719,2025-10-26,2025-10-27 05:25:57,Night,VIM-04,9.4,Short Stop,Chamber pressure fluctuation,False
DT-50720,2025-10-26,2025-10-26 22:30:05,Night,VIM-04,1.2,Short Stop,Material staging,False
DT-50721,2025-10-26,2025-10-26 23:00:00,Night,VIM-04,172.8,Planned Maintenance,PM - Crucible change,True
DT-50722,2025-10-27,2025-10-27 12:52:49,Day,VIM-01,10.1,Short Stop,Mold positioning,False
DT-50723,2025-10-27,2025-10-27 09:56:04,Day,VIM-01,1.2,Short Stop,Thermocouple check,False
DT-50724,2025-10-27,2025-10-27 09:40:02,Day,VIM-01,1.2,Short Stop,Thermocouple check,False
DT-50725,2025-10-27,2025-10-27 13:42:28,Day,VIM-02,2.6,Short Stop,Shell alignment,False
DT-50726,2025-10-27,2025-10-27 08:04:01,Day,VIM-02,5.6,Short Stop,Thermocouple check,False
DT-50727,2025-10-27,2025-10-27 08:41:34,Day,VIM-03,3.9,Short Stop,Pour rate adjustment,False
DT-50728,2025-10-27,2025-10-27 17:18:39,Swing,VIM-01,6.5,Short Stop,Shell alignment,False
DT-50729,2025-10-27,2025-10-27 20:41:08,Swing,VIM-02,3.4,Short Stop,Vacuum leak minor,False
DT-50730,2025-10-27,2025-10-27 20:15:16,Swing,VIM-02,2.4,Short Stop,Material staging,False
DT-50731,2025-10-27,2025-10-27 14:45:27,Swing,VIM-02,6.0,Short Stop,Pour rate adjustment,False
DT-50732,2025-10-27,2025-10-27 17:39:58,Swing,VIM-02,3.7,Short Stop,Operator break,False
DT-50733,2025-10-27,2025-10-27 19:41:00,Swing,VIM-02,3.2,Short Stop,Thermocouple check,False
DT-50734,2025-10-27,2025-10-27 18:02:25,Swing,VIM-03,2.5,Short Stop,Vacuum leak minor,False
DT-50735,2025-10-27,2025-10-27 16:48:29,Swing,VIM-03,3.3,Short Stop,Operator break,False
DT-50736,2025-10-27,2025-10-27 19:27:13,Swing,VIM-03,1.1,Short Stop,Pour rate adjustment,False
DT-50737,2025-10-27,2025-10-27 18:32:52,Swing,VIM-04,6.7,Short Stop,Thermocouple check,False
DT-50738,2025-10-27,2025-10-28 04:48:09,Night,VIM-01,1.4,Short Stop,Thermocouple check,False
DT-50739,2025-10-27,2025-10-28 03:31:09,Night,VIM-01,2.5,Short Stop,Vacuum leak minor,False
DT-50740,2025-10-27,2025-10-28 03:49:14,Night,VIM-02,2.4,Short Stop,Material staging,False
DT-50741,2025-10-27,2025-10-27 22:26:54,Night,VIM-03,2.1,Short Stop,Vacuum leak minor,False
DT-50742,2025-10-27,2025-10-27 23:34:04,Night,VIM-03,6.0,Short Stop,Shell alignment,False
DT-50743,2025-10-27,2025-10-28 00:58:44,Night,VIM-04,3.7,Short Stop,Operator break,False
DT-50744,2025-10-27,2025-10-27 23:29:31,Night,VIM-04,9.8,Short Stop,Pour rate adjustment,False
DT-50745,2025-10-27,2025-10-27 22:55:04,Night,VIM-04,1.1,Short Stop,Thermocouple check,False
DT-50746,2025-10-27,2025-10-28 03:59:33,Night,VIM-04,1.6,Short Stop,Vacuum leak minor,False
DT-50747,2025-10-27,2025-10-27 22:39:02,Night,VIM-04,3.8,Short Stop,Operator break,False
DT-50748,2025-10-27,2025-10-28 02:59:06,Night,VIM-04,4.7,Short Stop,Pour rate adjustment,False
DT-50749,2025-10-28,2025-10-28 10:10:03,Day,VIM-01,2.0,Short Stop,Operator break,False
DT-50750,2025-10-28,2025-10-28 11:24:49,Day,VIM-01,1.3,Short Stop,Material staging,False
DT-50751,2025-10-28,2025-10-28 07:23:21,Day,VIM-01,2.8,Short Stop,Material staging,False
DT-50752,2025-10-28,2025-10-28 08:16:23,Day,VIM-02,5.7,Short Stop,Vacuum leak minor,False
DT-50753,2025-10-28,2025-10-28 11:13:35,Day,VIM-02,10.6,Short Stop,Thermocouple check,False
DT-50754,2025-10-28,2025-10-28 07:00:00,Day,VIM-02,214.4,Planned Maintenance,PM - Thermocouple replacement,True
DT-50755,2025-10-28,2025-10-28 12:16:44,Day,VIM-03,5.2,Short Stop,Vacuum leak minor,False
DT-50756,2025-10-28,2025-10-28 13:14:29,Day,VIM-04,8.2,Short Stop,Material staging,False
DT-50757,2025-10-28,2025-10-28 10:37:37,Day,VIM-04,2.3,Short Stop,Thermocouple check,False
DT-50758,2025-10-28,2025-10-28 08:56:14,Day,VIM-04,3.7,Short Stop,Material staging,False
DT-50759,2025-10-28,2025-10-28 18:49:42,Swing,VIM-01,3.8,Short Stop,Vacuum leak minor,False
DT-50760,2025-10-28,2025-10-28 20:09:59,Swing,VIM-01,2.3,Short Stop,Thermocouple check,False
DT-50761,2025-10-28,2025-10-28 16:21:37,Swing,VIM-01,1.8,Short Stop,Shell alignment,False
DT-50762,2025-10-28,2025-10-28 15:45:41,Swing,VIM-01,1.5,Short Stop,Mold positioning,False
DT-50763,2025-10-28,2025-10-28 20:04:59,Swing,VIM-02,4.1,Short Stop,Mold positioning,False
DT-50764,2025-10-28,2025-10-28 15:00:00,Swing,VIM-02,201.2,Planned Maintenance,PM - Furnace rebuild,True
DT-50765,2025-10-28,2025-10-28 20:08:47,Swing,VIM-03,10.1,Short Stop,Vacuum leak minor,False
DT-50766,2025-10-28,2025-10-28 20:58:05,Swing,VIM-03,3.4,Short Stop,Material staging,False
DT-50767,2025-10-28,2025-10-29 05:01:58,Night,VIM-01,13.6,Short Stop,Vacuum leak minor,False
DT-50768,2025-10-28,2025-10-29 01:42:26,Night,VIM-01,4.5,Short Stop,Mold positioning,False
DT-50769,2025-10-28,2025-10-29 04:54:04,Night,VIM-02,1.4,Short Stop,Material staging,False
DT-50770,2025-10-28,2025-10-29 03:09:06,Night,VIM-03,14.0,Short Stop,Material staging,False
DT-50771,2025-10-28,2025-10-29 04:15:59,Night,VIM-03,6.0,Short Stop,Vacuum leak minor,False
DT-50772,2025-10-28,2025-10-29 03:11:08,Night,VIM-03,1.7,Short Stop,Vacuum leak minor,False
DT-50773,2025-10-28,2025-10-29 03:00:39,Night,VIM-04,9.0,Short Stop,Operator break,False
DT-50774,2025-10-28,2025-10-28 22:54:00,Night,VIM-04,2.3,Short Stop,Shell alignment,False
DT-50775,2025-10-29,2025-10-29 09:25:45,Day,VIM-02,4.0,Short Stop,Material staging,False
DT-50776,2025-10-29,2025-10-29 13:37:12,Day,VIM-03,8.5,Short Stop,Pour rate adjustment,False
DT-50777,2025-10-29,2025-10-29 09:56:04,Day,VIM-03,3.1,Short Stop,Chamber pressure fluctuation,False
DT-50778,2025-10-29,2025-10-29 06:54:58,Day,VIM-03,14.0,Short Stop,Vacuum leak minor,False
DT-50779,2025-10-29,2025-10-29 06:20:17,Day,VIM-03,9.1,Short Stop,Vacuum leak minor,False
DT-50780,2025-10-29,2025-10-29 12:17:23,Day,VIM-03,1.2,Short Stop,Chamber pressure fluctuation,False
DT-50781,2025-10-29,2025-10-29 11:18:40,Day,VIM-03,1.2,Short Stop,Thermocouple check,False
DT-50782,2025-10-29,2025-10-29 08:34:17,Day,VIM-04,14.0,Short Stop,Vacuum leak minor,False
DT-50783,2025-10-29,2025-10-29 08:43:54,Day,VIM-04,4.9,Short Stop,Vacuum leak minor,False
DT-50784,2025-10-29,2025-10-29 12:45:02,Day,VIM-04,1.4,Short Stop,Material staging,False
DT-50785,2025-10-29,2025-10-29 11:30:42,Day,VIM-04,11.6,Short Stop,Vacuum leak minor,False
DT-50786,2025-10-29,2025-10-29 08:25:42,Day,VIM-04,5.9,Short Stop,Material staging,False
DT-50787,2025-10-29,2025-10-29 07:28:39,Day,VIM-04,1.9,Short Stop,Shell alignment,False
DT-50788,2025-10-29,2025-10-29 08:04:02,Day,VIM-04,7.9,Short Stop,Operator break,False
DT-50789,2025-10-29,2025-10-29 13:00:42,Day,VIM-04,649.2,Breakdown,Cooling water loss,False
DT-50790,2025-10-29,2025-10-29 16:41:15,Swing,VIM-02,1.1,Short Stop,Chamber pressure fluctuation,False
DT-50791,2025-10-29,2025-10-29 20:20:58,Swing,VIM-02,14.0,Short Stop,Thermocouple check,False
DT-50792,2025-10-29,2025-10-29 18:00:09,Swing,VIM-02,7.9,Short Stop,Thermocouple check,False
DT-50793,2025-10-29,2025-10-29 21:25:40,Swing,VIM-03,7.8,Short Stop,Shell alignment,False
DT-50794,2025-10-29,2025-10-29 15:04:51,Swing,VIM-03,14.0,Short Stop,Thermocouple check,False
DT-50795,2025-10-29,2025-10-29 21:38:34,Swing,VIM-03,2.8,Short Stop,Mold positioning,False
DT-50796,2025-10-29,2025-10-29 17:44:42,Swing,VIM-04,10.4,Short Stop,Thermocouple check,False
DT-50797,2025-10-29,2025-10-29 19:45:10,Swing,VIM-04,3.9,Short Stop,Operator break,False
DT-50798,2025-10-29,2025-10-29 18:36:21,Swing,VIM-04,2.6,Short Stop,Thermocouple check,False
DT-50799,2025-10-29,2025-10-29 15:00:00,Swing,VIM-04,130.9,Planned Maintenance,PM - Thermocouple replacement,True
DT-50800,2025-10-29,2025-10-30 00:19:03,Night,VIM-01,7.3,Short Stop,Thermocouple check,False
DT-50801,2025-10-29,2025-10-30 00:23:43,Night,VIM-02,2.2,Short Stop,Chamber pressure fluctuation,False
DT-50802,2025-10-29,2025-10-29 22:20:33,Night,VIM-03,5.2,Short Stop,Material staging,False
DT-50803,2025-10-29,2025-10-29 22:35:38,Night,VIM-04,6.0,Short Stop,Shell alignment,False
DT-50804,2025-10-30,2025-10-30 10:02:52,Day,VIM-01,1.8,Short Stop,Chamber pressure fluctuation,False
DT-50805,2025-10-30,2025-10-30 07:19:26,Day,VIM-02,2.1,Short Stop,Material staging,False
DT-50806,2025-10-30,2025-10-30 09:30:13,Day,VIM-02,10.2,Short Stop,Operator break,False
DT-50807,2025-10-30,2025-10-30 08:20:02,Day,VIM-02,6.7,Short Stop,Vacuum leak minor,False
DT-50808,2025-10-30,2025-10-30 12:59:30,Day,VIM-02,3.3,Short Stop,Shell alignment,False
DT-50809,2025-10-30,2025-10-30 09:32:08,Day,VIM-02,10.5,Short Stop,Mold positioning,False
DT-50810,2025-10-30,2025-10-30 10:06:15,Day,VIM-03,2.7,Short Stop,Material staging,False
DT-50811,2025-10-30,2025-10-30 11:19:03,Day,VIM-03,5.5,Short Stop,Operator break,False
DT-50812,2025-10-30,2025-10-30 13:03:22,Day,VIM-03,9.6,Short Stop,Thermocouple check,False
DT-50813,2025-10-30,2025-10-30 11:05:39,Day,VIM-03,1.9,Short Stop,Thermocouple check,False
DT-50814,2025-10-30,2025-10-30 09:36:38,Day,VIM-03,4.3,Short Stop,Thermocouple check,False
